ts_code,symbol,name,area,industry,market,list_date
002415.SZ,002415,海康威视,浙江,IT设备,主板,20100528
002414.SZ,002414,高德红外,湖北,电器仪表,主板,20100716
002413.SZ,002413,雷科防务,北京,通信设备,主板,20100528
002425.SZ,002425,凯撒文化,广东,互联网,主板,20100608
002418.SZ,002418,康盛股份,浙江,家用电器,主板,20100601
002420.SZ,002420,毅昌科技,广东,家用电器,主板,20100601
601369.SH,601369,陕鼓动力,陕西,机械基件,主板,20100428
002422.SZ,002422,科伦药业,四川,化学制药,主板,20100603
002423.SZ,002423,中粮资本,河南,多元金融,主板,20100603
002428.SZ,002428,云南锗业,云南,小金属,主板,20100608
002442.SZ,002442,龙星科技,河北,化工原料,主板,20100706
002426.SZ,002426,胜利精密,江苏,元器件,主板,20100608
002427.SZ,002427,尤夫股份,浙江,化纤,主板,20100608
002431.SZ,002431,棕榈股份,河南,建筑工程,主板,20100610
002456.SZ,002456,欧菲光,深圳,元器件,主板,20100803
601188.SH,601188,龙江交通,黑龙江,路桥,主板,20100319
601518.SH,601518,吉林高速,吉林,路桥,主板,20100319
002644.SZ,002644,佛慈制药,甘肃,中成药,主板,20111222
002430.SZ,002430,杭氧股份,浙江,化工机械,主板,20100610
002459.SZ,002459,晶澳科技,河北,电气设备,主板,20100810
002432.SZ,002432,九安医疗,天津,医疗保健,主板,20100610
002429.SZ,002429,兆驰股份,深圳,家用电器,主板,20100610
002434.SZ,002434,万里扬,浙江,汽车配件,主板,20100618
002436.SZ,002436,兴森科技,深圳,元器件,主板,20100618
002440.SZ,002440,闰土股份,浙江,染料涂料,主板,20100706
002437.SZ,002437,誉衡药业,黑龙江,化学制药,主板,20100623
002443.SZ,002443,金洲管道,浙江,钢加工,主板,20100706
002622.SZ,002622,皓宸医疗,吉林,医疗保健,主板,20111018
002613.SZ,002613,北玻股份,河南,专用机械,主板,20110830
002439.SZ,002439,启明星辰,北京,软件服务,主板,20100623
603002.SH,603002,宏昌电子,广东,化工原料,主板,20120518
601012.SH,601012,隆基绿能,陕西,电气设备,主板,20120411
002469.SZ,002469,三维化学,山东,化工原料,主板,20100908
002441.SZ,002441,众业达,广东,电气设备,主板,20100706
002444.SZ,002444,巨星科技,浙江,轻工机械,主板,20100713
002492.SZ,002492,恒基达鑫,广东,仓储物流,主板,20101102
002466.SZ,002466,天齐锂业,四川,小金属,主板,20100831
002445.SZ,002445,中南文化,江苏,钢加工,主板,20100713
601118.SH,601118,海南橡胶,海南,橡胶,主板,20110107
002449.SZ,002449,国星光电,广东,半导体,主板,20100716
002458.SZ,002458,益生股份,山东,农业综合,主板,20100810
002451.SZ,002451,摩恩电气,上海,电气设备,主板,20100720
002457.SZ,002457,青龙管业,宁夏,塑料,主板,20100803
601000.SH,601000,唐山港,河北,港口,主板,20100705
002452.SZ,002452,长高电新,湖南,电气设备,主板,20100720
002454.SZ,002454,松芝股份,上海,汽车配件,主板,20100720
002453.SZ,002453,华软科技,北京,化工原料,主板,20100720
002460.SZ,002460,赣锋锂业,江西,小金属,主板,20100810
601717.SH,601717,中创智领,河南,专用机械,主板,20100803
002463.SZ,002463,沪电股份,江苏,元器件,主板,20100818
002462.SZ,002462,嘉事堂,北京,医药商业,主板,20100818
601718.SH,601718,际华集团,北京,服饰,主板,20100816
002465.SZ,002465,海格通信,广东,通信设备,主板,20100831
601018.SH,601018,宁波港,浙江,港口,主板,20100928
002484.SZ,002484,江海股份,江苏,元器件,主板,20100929
601288.SH,601288,农业银行,北京,银行,主板,20100715
002468.SZ,002468,申通快递,浙江,仓储物流,主板,20100908
002476.SZ,002476,宝莫股份,山东,化工原料,主板,20100915
002470.SZ,002470,金正大,山东,农药化肥,主板,20100908
601177.SH,601177,杭齿前进,浙江,机械基件,主板,20101011
601377.SH,601377,兴业证券,福建,证券,主板,20101013
002478.SZ,002478,常宝股份,江苏,钢加工,主板,20100921
002471.SZ,002471,中超控股,江苏,电气设备,主板,20100910
002527.SZ,002527,新时达,上海,电器仪表,主板,20101224
002530.SZ,002530,金财互联,江苏,专用机械,主板,20101231
002614.SZ,002614,奥佳华,福建,家用电器,主板,20110909
002472.SZ,002472,双环传动,浙江,汽车配件,主板,20100910
002595.SZ,002595,豪迈科技,山东,专用机械,主板,20110628
002475.SZ,002475,立讯精密,深圳,元器件,主板,20100915
601098.SH,601098,中南传媒,湖南,出版业,主板,20101028
002479.SZ,002479,富春环保,浙江,新型电力,主板,20100921
002480.SZ,002480,新筑股份,四川,运输设备,主板,20100921
002481.SZ,002481,双塔食品,山东,食品,主板,20100921
601818.SH,601818,光大银行,北京,银行,主板,20100818
002486.SZ,002486,嘉麟杰,上海,服饰,主板,20101015
002482.SZ,002482,广田集团,深圳,装修装饰,主板,20100929
002500.SZ,002500,山西证券,山西,证券,主板,20101115
002521.SZ,002521,齐峰新材,山东,造纸,主板,20101210
002488.SZ,002488,金固股份,浙江,汽车配件,主板,20101021
002487.SZ,002487,大金重工,辽宁,电气设备,主板,20101015
002495.SZ,002495,佳隆股份,广东,食品,主板,20101102
002615.SZ,002615,哈尔斯,浙江,家居用品,主板,20110909
600998.SH,600998,九州通,湖北,医药商业,主板,20101102
002518.SZ,002518,科士达,深圳,电气设备,主板,20101207
002493.SZ,002493,荣盛石化,浙江,化纤,主板,20101102
002491.SZ,002491,通鼎互联,江苏,通信设备,主板,20101021
002483.SZ,002483,润邦股份,江苏,专用机械,主板,20100929
002497.SZ,002497,雅化集团,四川,小金属,主板,20101109
002494.SZ,002494,华斯股份,河北,服饰,主板,20101102
601996.SH,601996,丰林集团,广西,家居用品,主板,20110929
002498.SZ,002498,汉缆股份,山东,电气设备,主板,20101109
002643.SZ,002643,万润股份,山东,化工原料,主板,20111220
002805.SZ,002805,丰元股份,山东,电气设备,主板,20160707
002889.SZ,002889,东方嘉盛,深圳,仓储物流,主板,20170731
002501.SZ,002501,利源股份,吉林,铝,主板,20101117
002511.SZ,002511,中顺洁柔,广东,造纸,主板,20101125
002510.SZ,002510,天汽模,天津,汽车配件,主板,20101125
002554.SZ,002554,惠博普,湖南,石油开采,主板,20110225
002508.SZ,002508,老板电器,浙江,家用电器,主板,20101123
002738.SZ,002738,中矿资源,北京,小金属,主板,20141230
002514.SZ,002514,宝馨科技,江苏,机械基件,主板,20101203
002507.SZ,002507,涪陵榨菜,重庆,食品,主板,20101123
002513.SZ,002513,蓝丰生化,江苏,新型电力,主板,20101203
601777.SH,601777,千里科技,重庆,摩托车,主板,20101125
601880.SH,601880,辽港股份,辽宁,港口,主板,20101206
002515.SZ,002515,金字火腿,浙江,食品,主板,20101203
002520.SZ,002520,日发精机,浙江,机床制造,主板,20101210
002512.SZ,002512,达华智能,福建,IT设备,主板,20101203
002516.SZ,002516,旷达科技,江苏,汽车配件,主板,20101207
002517.SZ,002517,恺英网络,福建,互联网,主板,20101207
603167.SH,603167,渤海轮渡,山东,水运,主板,20120906
002519.SZ,002519,银河电子,江苏,通信设备,主板,20101207
002522.SZ,002522,浙江众成,浙江,塑料,主板,20101210
002743.SZ,002743,富煌钢构,安徽,钢加工,主板,20150217
002547.SZ,002547,春兴精工,江苏,汽车配件,主板,20110218
002606.SZ,002606,大连电瓷,辽宁,电气设备,主板,20110805
002524.SZ,002524,光正眼科,新疆,医疗保健,主板,20101217
002526.SZ,002526,山东矿机,山东,工程机械,主板,20101217
002532.SZ,002532,天山铝业,新疆,铝,主板,20101231
002534.SZ,002534,西子洁能,浙江,专用机械,主板,20110110
002531.SZ,002531,天顺风能,江苏,电气设备,主板,20101231
002540.SZ,002540,亚太科技,江苏,铝,主板,20110118
002702.SZ,002702,海欣食品,福建,食品,主板,20121011
002567.SZ,002567,唐人神,湖南,饲料,主板,20110325
601933.SH,601933,永辉超市,福建,超市连锁,主板,20101215
002535.SZ,002535,林州重机,河南,工程机械,主板,20110111
002609.SZ,002609,捷顺科技,深圳,软件服务,主板,20110815
002536.SZ,002536,飞龙股份,河南,汽车配件,主板,20110111
002557.SZ,002557,洽洽食品,安徽,食品,主板,20110302
002539.SZ,002539,云图控股,四川,农药化肥,主板,20110118
601890.SH,601890,亚星锚链,江苏,船舶,主板,20101228
002533.SZ,002533,金杯电工,湖南,电气设备,主板,20101231
002537.SZ,002537,海联金汇,山东,汽车配件,主板,20110110
002545.SZ,002545,东方铁塔,山东,农药化肥,主板,20110211
002550.SZ,002550,千红制药,江苏,生物制药,主板,20110218
002544.SZ,002544,普天科技,广东,通信设备,主板,20110128
002541.SZ,002541,鸿路钢构,安徽,钢加工,主板,20110118
601116.SH,601116,三江购物,浙江,超市连锁,主板,20110302
002570.SZ,002570,贝因美,浙江,乳制品,主板,20110412
002551.SZ,002551,尚荣医疗,深圳,医疗保健,主板,20110225
002542.SZ,002542,中化岩土,北京,建筑工程,主板,20110128
601700.SH,601700,风范股份,江苏,电气设备,主板,20110118
601137.SH,601137,博威合金,浙江,小金属,主板,20110127
002543.SZ,002543,万和电气,广东,家用电器,主板,20110128
601519.SH,601519,大智慧,上海,软件服务,主板,20110128
002552.SZ,002552,宝鼎科技,浙江,元器件,主板,20110225
002546.SZ,002546,新联电子,江苏,电气设备,主板,20110211
601799.SH,601799,星宇股份,江苏,汽车配件,主板,20110201
002769.SZ,002769,普路通,广东,仓储物流,主板,20150629
601616.SH,601616,广电电气,上海,电气设备,主板,20110201
002558.SZ,002558,巨人网络,重庆,互联网,主板,20110302
002555.SZ,002555,三七互娱,安徽,互联网,主板,20110302
002548.SZ,002548,金新农,深圳,饲料,主板,20110218
002706.SZ,002706,良信股份,上海,电气设备,主板,20140121
002559.SZ,002559,亚威股份,江苏,机床制造,主板,20110303
601216.SH,601216,君正集团,内蒙,化工原料,主板,20110222
601789.SH,601789,宁波建工,浙江,建筑工程,主板,20110816
002553.SZ,002553,南方精工,江苏,汽车配件,主板,20110225
002556.SZ,002556,辉隆股份,安徽,农药化肥,主板,20110302
601011.SH,601011,宝泰隆,黑龙江,焦炭加工,主板,20110309
002560.SZ,002560,通达股份,河南,电气设备,主板,20110303
002565.SZ,002565,顺灏股份,上海,造纸,主板,20110318
002577.SZ,002577,雷柏科技,深圳,IT设备,主板,20110428
601992.SH,601992,金隅集团,北京,水泥,主板,20110301
002563.SZ,002563,森马服饰,浙江,服饰,主板,20110311
601199.SH,601199,江南水务,江苏,水务,主板,20110317
002562.SZ,002562,兄弟科技,浙江,化学制药,主板,20110310
002564.SZ,002564,天沃科技,江苏,化工机械,主板,20110310
002571.SZ,002571,德力股份,安徽,家居用品,主板,20110412
002568.SZ,002568,百润股份,上海,红黄酒,主板,20110325
603328.SH,603328,依顿电子,广东,元器件,主板,20140701
002579.SZ,002579,中京电子,广东,元器件,主板,20110506
601218.SH,601218,吉鑫科技,江苏,电气设备,主板,20110506
002572.SZ,002572,索菲亚,广东,家居用品,主板,20110412
002573.SZ,002573,清新环境,北京,环境保护,主板,20110422
002574.SZ,002574,明牌珠宝,浙江,服饰,主板,20110422
002576.SZ,002576,通达动力,江苏,电气设备,主板,20110428
603006.SH,603006,联明股份,上海,汽车配件,主板,20140630
002575.SZ,002575,群兴玩具,广东,文教休闲,主板,20110422
002580.SZ,002580,圣阳股份,山东,电气设备,主板,20110506
601566.SH,601566,九牧王,福建,服饰,主板,20110530
601113.SH,601113,华鼎股份,浙江,化纤,主板,20110509
002578.SZ,002578,闽发铝业,福建,铝,主板,20110428
601233.SH,601233,桐昆股份,浙江,化纤,主板,20110518
601208.SH,601208,东材科技,四川,化工原料,主板,20110520
002584.SZ,002584,西陇科学,广东,化工原料,主板,20110602
002582.SZ,002582,好想你,河南,食品,主板,20110520
601222.SH,601222,林洋能源,江苏,新型电力,主板,20110808
002583.SZ,002583,海能达,深圳,通信设备,主板,20110527
601599.SH,601599,浙文影业,浙江,纺织,主板,20110527
002590.SZ,002590,万安科技,浙江,汽车配件,主板,20110610
002585.SZ,002585,双星新材,江苏,塑料,主板,20110602
601311.SH,601311,骆驼股份,湖北,电气设备,主板,20110602
601798.SH,601798,蓝科高新,甘肃,化工机械,主板,20110622
002589.SZ,002589,瑞康医药,山东,医药商业,主板,20110610
002587.SZ,002587,奥拓电子,深圳,元器件,主板,20110610
603156.SH,603156,养元饮品,河北,软饮料,主板,20180212
002778.SZ,002778,中晟高科,江苏,环境保护,主板,20160106
002588.SZ,002588,史丹利,山东,农药化肥,主板,20110610
601567.SH,601567,三星医疗,浙江,电气设备,主板,20110615
002783.SZ,002783,凯龙股份,湖北,化工原料,主板,20151209
002605.SZ,002605,姚记科技,上海,互联网,主板,20110805
002594.SZ,002594,比亚迪,深圳,汽车整车,主板,20110630
002593.SZ,002593,日上集团,福建,钢加工,主板,20110628
002596.SZ,002596,海南瑞泽,海南,水泥,主板,20110707
002734.SZ,002734,利民股份,江苏,农药化肥,主板,20150127
002626.SZ,002626,金达威,福建,医疗保健,主板,20111028
002600.SZ,002600,领益智造,广东,元器件,主板,20110715
002601.SZ,002601,龙佰集团,河南,化工原料,主板,20110715
002597.SZ,002597,金禾实业,安徽,食品,主板,20110707
002598.SZ,002598,山东章鼓,山东,机械基件,主板,20110707
601901.SH,601901,XD方正证,湖南,证券,主板,20110810
002607.SZ,002607,中公教育,安徽,文教休闲,主板,20110810
002602.SZ,002602,世纪华通,浙江,互联网,主板,20110728
002603.SZ,002603,以岭药业,河北,中成药,主板,20110728
603456.SH,603456,九洲药业,浙江,医疗保健,主板,20141010
002627.SZ,002627,三峡旅游,湖北,旅游景点,主板,20111103
002911.SZ,002911,佛燃能源,广东,供气供热,主板,20171122
002608.SZ,002608,江苏国信,江苏,火力发电,主板,20110810
601636.SH,601636,旗滨集团,湖南,玻璃,主板,20110812
002830.SZ,002830,名雕股份,深圳,装修装饰,主板,20161213
603197.SH,603197,保隆科技,上海,汽车配件,主板,20170519
002629.SZ,002629,仁智股份,浙江,石油开采,主板,20111103
601908.SH,601908,京运通,北京,电气设备,主板,20110908
601886.SH,601886,江河集团,北京,装修装饰,主板,20110818
002611.SZ,002611,东方精工,广东,轻工机械,主板,20110830
603518.SH,603518,锦泓集团,江苏,服饰,主板,20141203
002616.SZ,002616,长青集团,广东,环境保护,主板,20110920
601677.SH,601677,明泰铝业,河南,铝,主板,20110919
002612.SZ,002612,朗姿股份,北京,服饰,主板,20110830
002624.SZ,002624,完美世界,浙江,互联网,主板,20111028
002745.SZ,002745,木林森,广东,元器件,主板,20150217
002641.SZ,002641,公元股份,浙江,塑料,主板,20111208
002617.SZ,002617,露笑科技,浙江,电气设备,主板,20110920
601669.SH,601669,中国电建,北京,建筑工程,主板,20111018
601100.SH,601100,恒立液压,江苏,工程机械,主板,20111028
002628.SZ,002628,成都路桥,四川,建筑工程,主板,20111103
002625.SZ,002625,光启技术,深圳,航空,主板,20111103
603686.SH,603686,福龙马,福建,环境保护,主板,20150126
002623.SZ,002623,亚玛顿,江苏,玻璃,主板,20111013
601225.SH,601225,陕西煤业,陕西,煤炭开采,主板,20140128
002637.SZ,002637,赞宇科技,浙江,日用化工,主板,20111125
002636.SZ,002636,金安国纪,上海,元器件,主板,20111125
601555.SH,601555,东吴证券,江苏,证券,主板,20111212
002634.SZ,002634,棒杰股份,浙江,服饰,主板,20111205
002640.SZ,002640,跨境通,山西,互联网,主板,20111208
002631.SZ,002631,德尔未来,江苏,家居用品,主板,20111111
002633.SZ,002633,申科股份,浙江,机械基件,主板,20111122
603001.SH,603001,奥康国际,浙江,服饰,主板,20120426
601800.SH,601800,中国交建,北京,建筑工程,主板,20120309
002635.SZ,002635,安洁科技,江苏,元器件,主板,20111125
002632.SZ,002632,道明光学,浙江,塑料,主板,20111122
002648.SZ,002648,卫星化学,浙江,化工原料,主板,20111228
002646.SZ,002646,天佑德酒,青海,白酒,主板,20111222
002639.SZ,002639,雪人集团,福建,专用机械,主板,20111205
002645.SZ,002645,华宏科技,江苏,专用机械,主板,20111220
601928.SH,601928,凤凰传媒,江苏,出版业,主板,20111130
002673.SZ,002673,西部证券,陕西,证券,主板,20120503
002638.SZ,002638,勤上股份,广东,家用电器,主板,20111125
002668.SZ,002668,TCL智家,广东,家用电器,主板,20120416
002642.SZ,002642,荣联科技,北京,软件服务,主板,20111220
002651.SZ,002651,利君股份,四川,航空,主板,20120106
603599.SH,603599,广信股份,安徽,农药化肥,主板,20150513
601360.SH,601360,三六零,天津,互联网,主板,20120116
002649.SZ,002649,博彦科技,北京,软件服务,主板,20120106
002664.SZ,002664,信质集团,浙江,汽车配件,主板,20120316
002655.SZ,002655,共达电声,山东,元器件,主板,20120217
601368.SH,601368,绿城水务,广西,水务,主板,20150612
601336.SH,601336,新华保险,北京,保险,主板,20111216
002667.SZ,002667,威领股份,湖南,小金属,主板,20120329
002662.SZ,002662,峰璟股份,北京,汽车配件,主板,20120309
002688.SZ,002688,金河生物,内蒙,农业综合,主板,20120713
002652.SZ,002652,扬子新材,江苏,其他建材,主板,20120119
603729.SH,603729,龙韵股份,上海,广告包装,主板,20150324
002666.SZ,002666,德联集团,广东,化工原料,主板,20120327
601929.SH,601929,吉视传媒,吉林,影视音像,主板,20120223
002654.SZ,002654,万润科技,深圳,互联网,主板,20120217
603359.SH,603359,东珠生态,江苏,建筑工程,主板,20170901
002653.SZ,002653,海思科,西藏,化学制药,主板,20120117
601339.SH,601339,百隆东方,浙江,纺织,主板,20120612
002672.SZ,002672,东江环保,深圳,环境保护,主板,20120426
002663.SZ,002663,普邦股份,广东,建筑工程,主板,20120316
601388.SH,601388,怡球资源,江苏,铝,主板,20120423
601515.SH,601515,衢州东峰,浙江,广告包装,主板,20120216
601231.SH,601231,环旭电子,上海,元器件,主板,20120220
002657.SZ,002657,中科金财,北京,软件服务,主板,20120228
002660.SZ,002660,茂硕电源,深圳,电气设备,主板,20120316
002669.SZ,002669,康达新材,上海,化工原料,主板,20120416
002658.SZ,002658,雪迪龙,北京,环境保护,主板,20120309
002674.SZ,002674,兴业科技,福建,纺织,主板,20120507
002661.SZ,002661,克明食品,湖南,食品,主板,20120316
002659.SZ,002659,凯文教育,北京,文教休闲,主板,20120309
002670.SZ,002670,国盛证券,江西,证券,主板,20120416
603123.SH,603123,翠微股份,北京,多元金融,主板,20120503
601965.SH,601965,中国汽研,重庆,汽车服务,主板,20120611
603333.SH,603333,尚纬股份,四川,电气设备,主板,20120507
002675.SZ,002675,东诚药业,山东,化学制药,主板,20120525
002799.SZ,002799,环球印务,陕西,广告包装,主板,20160608
002677.SZ,002677,浙江美大,浙江,家用电器,主板,20120525
002676.SZ,002676,顺威股份,广东,家用电器,主板,20120525
603861.SH,603861,白云电器,广东,电气设备,主板,20160322
601038.SH,601038,一拖股份,河南,农用机械,主板,20120808
603000.SH,603000,人民网,北京,互联网,主板,20120427
603128.SH,603128,华贸物流,上海,仓储物流,主板,20120529
002671.SZ,002671,龙泉股份,山东,水泥,主板,20120426
002696.SZ,002696,百洋股份,广西,饲料,主板,20120905
002685.SZ,002685,华东重机,江苏,机床制造,主板,20120612
002682.SZ,002682,龙洲股份,福建,仓储物流,主板,20120612
603077.SH,603077,和邦生物,四川,化工原料,主板,20120731
603168.SH,603168,莎普爱思,浙江,化学制药,主板,20140702
002692.SZ,002692,远程股份,江苏,电气设备,主板,20120808
603366.SH,603366,日出东方,江苏,家用电器,主板,20120521
002690.SZ,002690,美亚光电,安徽,专用机械,主板,20120731
002678.SZ,002678,珠江钢琴,广东,文教休闲,主板,20120530
002691.SZ,002691,冀凯股份,河北,专用机械,主板,20120731
002851.SZ,002851,麦格米特,深圳,电气设备,主板,20170306
002679.SZ,002679,福建金森,福建,林业,主板,20120605
603008.SH,603008,喜临门,浙江,家居用品,主板,20120717
002701.SZ,002701,奥瑞金,北京,广告包装,主板,20121011
603399.SH,603399,永杉锂业,辽宁,小金属,主板,20120824
002687.SZ,002687,乔治白,浙江,服饰,主板,20120713
002694.SZ,002694,顾地科技,湖北,塑料,主板,20120816
002698.SZ,002698,博实股份,黑龙江,化工机械,主板,20120911
002752.SZ,002752,昇兴股份,福建,广告包装,主板,20150422
603766.SH,603766,隆鑫通用,重庆,摩托车,主板,20120810
002681.SZ,002681,奋达科技,深圳,元器件,主板,20120605
002686.SZ,002686,亿利达,浙江,专用机械,主板,20120703
002683.SZ,002683,广东宏大,广东,化工原料,主板,20120612
603126.SH,603126,中材节能,天津,环境保护,主板,20140731
603993.SH,603993,洛阳钼业,河南,小金属,主板,20121009
603288.SH,603288,海天味业,广东,食品,主板,20140211
002718.SZ,002718,友邦吊顶,浙江,其他建材,主板,20140128
002715.SZ,002715,登云股份,广东,汽车配件,主板,20140219
002716.SZ,002716,湖南白银,湖南,小金属,主板,20140128
002723.SZ,002723,小崧股份,广东,家用电器,主板,20140129
002792.SZ,002792,通宇通讯,广东,通信设备,主板,20160328
002727.SZ,002727,一心堂,云南,医药商业,主板,20140702
601608.SH,601608,中信重工,河南,专用机械,主板,20120706
601238.SH,601238,广汽集团,广东,汽车整车,主板,20120329
002709.SZ,002709,天赐材料,广东,化工原料,主板,20140123
002725.SZ,002725,跃岭股份,浙江,汽车配件,主板,20140129
002746.SZ,002746,仙坛股份,山东,农业综合,主板,20150216
002708.SZ,002708,光洋股份,江苏,汽车配件,主板,20140121
002695.SZ,002695,煌上煌,江西,食品,主板,20120905
603185.SH,603185,弘元绿能,江苏,电气设备,主板,20181228
002714.SZ,002714,牧原股份,河南,农业综合,主板,20140128
002815.SZ,002815,崇达技术,深圳,元器件,主板,20161012
002703.SZ,002703,浙江世宝,浙江,汽车配件,主板,20121102
002722.SZ,002722,物产金轮,江苏,钢加工,主板,20140128
603699.SH,603699,纽威股份,江苏,机械基件,主板,20140117
601016.SH,601016,节能风电,北京,新型电力,主板,20140929
603166.SH,603166,福达股份,广西,汽车配件,主板,20141127
001203.SZ,001203,大中矿业,内蒙,普钢,主板,20210510
603308.SH,603308,应流股份,安徽,机械基件,主板,20140122
603777.SH,603777,来伊份,上海,食品,主板,20161012
603989.SH,603989,艾华集团,湖南,元器件,主板,20150515
002719.SZ,002719,麦趣尔,新疆,乳制品,主板,20140128
603806.SH,603806,福斯特,浙江,塑料,主板,20140905
002700.SZ,002700,万憬能源,新疆,供气供热,主板,20120921
603088.SH,603088,宁波精达,浙江,机床制造,主板,20141111
603566.SH,603566,普莱柯,河南,农业综合,主板,20150518
603009.SH,603009,北特科技,上海,汽车配件,主板,20140718
603688.SH,603688,石英股份,江苏,矿物制品,主板,20141031
002782.SZ,002782,可立克,深圳,元器件,主板,20151222
601969.SH,601969,海南矿业,海南,普钢,主板,20141209
002721.SZ,002721,金一文化,北京,服饰,主板,20140127
600917.SH,600917,重庆燃气,重庆,供气供热,主板,20140930
002697.SZ,002697,红旗连锁,四川,超市连锁,主板,20120905
002843.SZ,002843,泰嘉股份,湖南,钢加工,主板,20170120
002707.SZ,002707,众信旅游,北京,旅游服务,主板,20140123
601579.SH,601579,会稽山,浙江,红黄酒,主板,20140825
002748.SZ,002748,世龙实业,江西,化工原料,主板,20150319
002705.SZ,002705,新宝股份,广东,家用电器,主板,20140121
002838.SZ,002838,道恩股份,山东,塑料,主板,20170106
603023.SH,603023,威帝股份,黑龙江,汽车配件,主板,20150527
603609.SH,603609,禾丰股份,辽宁,饲料,主板,20140808
002728.SZ,002728,特一药业,广东,中成药,主板,20140731
002724.SZ,002724,海洋王,深圳,元器件,主板,20141104
002726.SZ,002726,龙大美食,山东,食品,主板,20140626
603005.SH,603005,晶方科技,江苏,半导体,主板,20140210
601326.SH,601326,秦港股份,河北,港口,主板,20170816
603100.SH,603100,川仪股份,重庆,电器仪表,主板,20140805
002905.SZ,002905,金逸影视,广东,影视音像,主板,20171016
002712.SZ,002712,思美传媒,浙江,广告包装,主板,20140123
601865.SH,601865,福莱特,浙江,玻璃,主板,20190215
002773.SZ,002773,康弘药业,四川,化学制药,主板,20150626
603099.SH,603099,长白山,吉林,旅游景点,主板,20140822
603111.SH,603111,康尼机电,江苏,运输设备,主板,20140801
000333.SZ,000333,美的集团,广东,家用电器,主板,20130918
600023.SH,600023,浙能电力,浙江,火力发电,主板,20131219
603069.SH,603069,海汽集团,海南,公共交通,主板,20160712
603158.SH,603158,腾龙股份,江苏,汽车配件,主板,20150320
002801.SZ,002801,微光股份,浙江,电气设备,主板,20160622
603117.SH,603117,万林物流,江苏,仓储物流,主板,20150629
603979.SH,603979,金诚信,北京,铜,主板,20150630
603309.SH,603309,维力医疗,广东,医疗保健,主板,20150302
603997.SH,603997,继峰股份,浙江,汽车配件,主板,20150302
601595.SH,601595,上海电影,上海,影视音像,主板,20160817
002798.SZ,002798,帝欧水华,四川,家居用品,主板,20160525
002802.SZ,002802,洪汇新材,江苏,化工原料,主板,20160629
603611.SH,603611,诺力股份,浙江,专用机械,主板,20150128
603010.SH,603010,万盛股份,浙江,化工原料,主板,20141010
603988.SH,603988,中电电机,江苏,电气设备,主板,20141104
002796.SZ,002796,世嘉科技,江苏,通信设备,主板,20160510
603889.SH,603889,新澳股份,浙江,纺织,主板,20141231
002800.SZ,002800,天顺股份,新疆,仓储物流,主板,20160530
002739.SZ,002739,万达电影,北京,影视音像,主板,20150122
002757.SZ,002757,南兴股份,广东,专用机械,主板,20150527
600909.SH,600909,华安证券,安徽,证券,主板,20161206
601211.SH,601211,国泰海通,上海,证券,主板,20150626
603818.SH,603818,曲美家居,北京,家居用品,主板,20150422
002779.SZ,002779,中坚科技,浙江,农用机械,主板,20151209
603701.SH,603701,德宏股份,浙江,汽车配件,主板,20160412
600958.SH,600958,东方证券,上海,证券,主板,20150323
601198.SH,601198,东兴证券,北京,证券,主板,20150226
603355.SH,603355,莱克电气,江苏,家用电器,主板,20150513
603788.SH,603788,宁波高发,浙江,汽车配件,主板,20150120
601689.SH,601689,拓普集团,浙江,汽车配件,主板,20150319
601226.SH,601226,华电科工,北京,建筑工程,主板,20141211
603227.SH,603227,雪峰科技,新疆,化工原料,主板,20150515
603030.SH,603030,全筑股份,上海,装修装饰,主板,20150320
603899.SH,603899,晨光股份,上海,文教休闲,主板,20150127
603860.SH,603860,中公高科,北京,建筑工程,主板,20170802
603369.SH,603369,今世缘,江苏,白酒,主板,20140703
603011.SH,603011,合锻智能,安徽,专用机械,主板,20141107
603698.SH,603698,航天工程,北京,专用机械,主板,20150128
601021.SH,601021,春秋航空,上海,空运,主板,20150121
603726.SH,603726,朗迪集团,浙江,家用电器,主板,20160421
603320.SH,603320,迪贝电气,浙江,电气设备,主板,20170502
603013.SH,603013,亚普股份,江苏,汽车配件,主板,20180509
002768.SZ,002768,国恩股份,山东,塑料,主板,20150630
603015.SH,603015,弘讯科技,浙江,电气设备,主板,20150303
603606.SH,603606,东方电缆,浙江,电气设备,主板,20141015
603959.SH,603959,百利科技,湖南,建筑工程,主板,20160517
603696.SH,603696,安记食品,福建,食品,主板,20151209
002730.SZ,002730,电光科技,浙江,专用机械,主板,20141009
002761.SZ,002761,浙江建投,浙江,建筑工程,主板,20150610
002791.SZ,002791,坚朗五金,广东,其他建材,主板,20160329
002732.SZ,002732,燕塘乳业,广东,乳制品,主板,20141205
603368.SH,603368,柳药集团,广西,医药商业,主板,20141204
601828.SH,601828,美凯龙,上海,其他商业,主板,20180117
603318.SH,603318,水发燃气,辽宁,供气供热,主板,20150424
603116.SH,603116,红蜻蜓,浙江,服饰,主板,20150629
603866.SH,603866,桃李面包,辽宁,食品,主板,20151222
002786.SZ,002786,银宝山新,深圳,专用机械,主板,20151223
603730.SH,603730,岱美股份,上海,汽车配件,主板,20170728
600959.SH,600959,江苏有线,江苏,影视音像,主板,20150428
603188.SH,603188,亚邦股份,江苏,染料涂料,主板,20140909
603383.SH,603383,顶点软件,福建,软件服务,主板,20170522
002771.SZ,002771,真视通,北京,软件服务,主板,20150629
002767.SZ,002767,先锋电子,浙江,电器仪表,主板,20150612
